path,N,percept_kappa,option_kappa,rep,seed,status,n_frames,n_omega,n_windows,Omega_mean,Omega_var,chi_mean,chi_var,chi_max,tau_mean,tau_var,tau_max,tau_max_over_W,corr_chi_tau,alpha_all,pref_all,r2_all,n_all_fit,log10_chi_range,log10_tau_range,n_loglog,corr_flip_chi,corr_flip_tau,flip_mean,flip_max,flip_qthr,n_flip_pos,n_hi,n_lo,corr_hi,corr_lo,alpha_hi,pref_hi,r2_hi,n_hi_fit,alpha_lo,pref_lo,r2_lo,n_lo_fit,hi_valid,lo_valid,has_switching
/home/hpc/Desktop/resonant_swarm_runs/position_records/N100/kappa_2p5/okappa_1p8/pos_rep00_seed10000000.npz,100,2.5,1.8,0,10000000,ok,100000,99999,149,-0.0425739623606205,0.5044748187065125,35.376448272383655,180.42093599243947,57.502371072769165,278.46611518301756,19036.69272008117,654.0900866343543,0.32704504331717715,0.7419156151745282,0.7064426626490203,21.376448343507963,0.6793316908659446,149,2.013849798336885,1.42131154227275,149,-0.12261723543842132,-0.26966898150226243,0.009545040976864271,0.026013006503251626,0.016008004002001,147,23,126,0.6452797071820973,0.7462854434252272,0.6271690360063749,25.363650209824076,0.417061853197216,23,0.7078512398679176,21.639023429432623,0.7002412175297295,126,True,True,True
/home/hpc/Desktop/resonant_swarm_runs/position_records/N100/kappa_2p5/okappa_1p8/pos_rep01_seed10000001.npz,100,2.5,1.8,1,10000001,ok,100000,99999,149,-0.1191074326634407,0.48925700783729553,37.81848171313337,167.0259268262271,58.12629461288452,301.007545073108,20036.40390846082,684.8101605125707,0.34240508025628535,0.7107145088681791,0.7490982577578101,18.985247712266183,0.6614981194851914,149,1.5073098957628825,1.3461319804190797,149,0.09946928165493463,-0.14175501440485594,0.008507609509452714,0.02351175587793897,0.01380690345172586,149,23,126,0.4248636751803534,0.7339873742961396,0.5664320141255869,31.566061120256723,0.1451088181441479,23,0.7604750988268597,18.758544010970507,0.701028934579244,126,True,True,True
/home/hpc/Desktop/resonant_swarm_runs/position_records/N100/kappa_2p5/okappa_1p8/pos_rep02_seed10000002.npz,100,2.5,1.8,2,10000002,ok,100000,99999,149,0.13482613861560822,0.4804525077342987,35.36192998290062,190.19431551640065,56.53233528137207,277.46291836785554,18594.17025375741,686.5595876472996,0.3432797938236498,0.7002118916358538,0.6689134147890947,24.563918149958035,0.630123457162106,149,1.6645537071993142,1.261767806767458,149,-0.03022777091521116,-0.1762188283818035,0.010505252626313157,0.030515257628814407,0.01848424212106053,148,23,126,0.3233048926398532,0.7244657387325495,0.44494631842521654,47.74035491955502,0.12518863529279722,23,0.6774815245556504,24.33609601662587,0.6753174056110937,126,True,True,True
/home/hpc/Desktop/resonant_swarm_runs/position_records/N100/kappa_2p5/okappa_1p8/pos_rep03_seed10000003.npz,100,2.5,1.8,3,10000003,ok,100000,99999,149,-0.09782936424016953,0.48987147212028503,36.42337400366196,205.24067398580513,56.759387254714966,293.1793967812323,20773.7630839001,690.8746786573159,0.34543733932865794,0.7013056391021604,0.6903576586471708,23.467678403127525,0.6131273025033026,149,1.5123997445598578,1.2405850583896476,149,-0.01113740639340234,-0.1975736128472398,0.009461106392122234,0.02751375687843922,0.016908454227113557,149,23,126,0.4157361643426794,0.7298155952649356,0.8682688901575862,9.805740160523019,0.28286480920204105,23,0.6924828710907099,24.366790806358743,0.6850410965404296,126,True,True,True
/home/hpc/Desktop/resonant_swarm_runs/position_records/N100/kappa_2p5/okappa_1p8/pos_rep04_seed10000004.npz,100,2.5,1.8,4,10000004,ok,100000,99999,149,-0.013741904869675636,0.49669742584228516,36.395115005289945,186.40786844327167,54.9927294254303,275.02592245770245,20397.49606631283,665.7803921784598,0.33289019608922993,0.7100878653713714,0.7383590321073151,18.391219529976464,0.6656633445914352,149,1.4688742165631443,1.235575534108622,149,-0.007645348843828369,-0.02480183792697432,0.009612188644657899,0.027013506753376687,0.016908454227113557,149,23,126,0.7364315641246362,0.7054330296473619,0.9560988520048327,8.342061279864332,0.6507339220153872,23,0.7214205040760714,19.649428002197258,0.6732984667338047,126,True,True,True
/home/hpc/Desktop/resonant_swarm_runs/position_records/N100/kappa_2p5/okappa_1p8/pos_rep05_seed10000005.npz,100,2.5,1.8,5,10000005,ok,100000,99999,149,-0.018698226660490036,0.5019164085388184,37.162118641372096,199.00688588637726,55.96019625663757,282.701640889978,21271.508540193397,690.394787664131,0.3451973938320655,0.674319713002456,0.7134083092316139,20.372750199973858,0.6164761490078111,149,1.3972461047457365,1.1835726764953804,149,-0.01745160906286362,-0.061522648792712624,0.009545040976864273,0.03751875937968985,0.016008004002001,149,25,124,0.4657945471987501,0.6854105611485759,0.8910961047987347,9.562511248677433,0.36712568302861326,25,0.7059789252482964,21.49720749163621,0.6564093529062254,124,True,True,True
/home/hpc/Desktop/resonant_swarm_runs/position_records/N100/kappa_2p5/okappa_1p8/pos_rep06_seed10000006.npz,100,2.5,1.8,6,10000006,ok,100000,99999,149,0.10283206403255463,0.48850536346435547,38.462980557233095,162.84263914467556,59.819525480270386,290.0592199179015,16120.158059995028,697.387126480786,0.348693563240393,0.6871284549676586,0.671010503628817,24.196682513110076,0.6305681460108487,149,1.7313664323776725,1.2582121756500824,149,0.05559490812751705,-0.24266328491326555,0.009390601340938927,0.027013506753376687,0.016008004002001,149,24,125,0.11510673952908457,0.7224027021830774,0.24817232192131095,98.30066234986948,0.015904878247256726,24,0.6882056570684404,23.49670947169277,0.6766998212984083,125,True,True,True
/home/hpc/Desktop/resonant_swarm_runs/position_records/N100/kappa_2p5/okappa_1p8/pos_rep07_seed10000007.npz,100,2.5,1.8,7,10000007,ok,100000,99999,149,-0.007393260020762682,0.49775394797325134,32.8852076908486,223.21817913018302,54.35827374458313,283.64430479916405,24124.25887738764,657.4144062212763,0.32870720311063817,0.7784958955493667,0.7054327345703003,23.113228695636845,0.6912385523659468,149,1.8386599678086428,1.3152711804037929,149,0.03194237713744396,-0.06393237171014046,0.01094506985036142,0.03451725862931466,0.017508754377188594,148,24,125,0.48705897369569995,0.8060255083804971,0.6187336697694653,31.57456471965443,0.2616668186652268,24,0.7085126924199454,22.809272990723162,0.7293448084226613,125,True,True,True
/home/hpc/Desktop/resonant_swarm_runs/position_records/N100/kappa_2p5/okappa_1p8/pos_rep08_seed10000008.npz,100,2.5,1.8,8,10000008,ok,100000,99999,149,-0.005306421313434839,0.510816752910614,37.08548496302292,185.7880631587051,58.61603021621704,298.0332982502408,22327.940135043566,681.2751679554467,0.34063758397772337,0.7147021676450372,0.6490788649120445,27.08238240833033,0.6257497064597211,149,1.9411796478832977,1.3828333665287142,149,-0.08882452329384773,-0.1574873349341649,0.008309523889461509,0.02751375687843922,0.015057528764382188,147,22,127,0.4382335833065577,0.7403907360011678,0.6949926480170812,21.244414605287805,0.16742927918668649,22,0.6466505980348628,27.720209936893834,0.6780398627742112,127,True,True,True
/home/hpc/Desktop/resonant_swarm_runs/position_records/N100/kappa_2p5/okappa_1p8/pos_rep09_seed10000009.npz,100,2.5,1.8,9,10000009,ok,100000,99999,149,0.05231413245201111,0.5093403458595276,37.36178141787348,192.78433409074,56.37901425361633,276.228835383911,18505.774215395842,657.6129839696724,0.3288064919848362,0.6990208926965946,0.6765443008283708,22.852848599325668,0.6068074812418787,149,1.2970040296751941,1.1575719972174077,149,-0.051602411174290444,-0.20968496718607052,0.009323453673145299,0.02351175587793897,0.015807903951975986,149,23,126,0.49487203049847367,0.7126117259905429,0.4768512458559123,43.11617992689323,0.2969091935436494,23,0.691036995492814,21.909923184830536,0.6363459993609748,126,True,True,True
